,timestamp,uid,dtype,lat,lon,geometry,acc,tz,class,transform
45828,1589629688,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),46,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45778,1589630407,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),38,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45915,1589631142,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),38,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45851,1589632018,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45799,1589632680,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46002,1589633189,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45860,1589633818,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),34,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46030,1589633863,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),10,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45926,1589634441,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),4,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46007,1589634445,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),4,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45862,1589635047,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45783,1589635664,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45914,1589636304,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),34,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45897,1589636936,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),9,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45898,1589636940,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),8,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46040,1589637870,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),27,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45895,1589638428,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46005,1589639059,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),4,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45848,1589639276,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),22,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46008,1589639277,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),10,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45104,1589639659,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6243461,-95.3853123,POINT (-95.3853123 35.6243461),26,-18000,OTHER,KEEP
45942,1589639659,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6243461,-95.3853123,POINT (-95.3853123 35.6243461),26,-18000,OTHER,KEEP
45105,1589639661,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6243166,-95.384922,POINT (-95.384922 35.6243166),23,-18000,OTHER,KEEP
45727,1589639664,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6243325,-95.3840699,POINT (-95.3840699 35.6243325),21,-18000,OTHER,KEEP
45726,1589639664,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6243217,-95.3843473,POINT (-95.3843473 35.6243217),22,-18000,OTHER,KEEP
45259,1589639900,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6357969,-95.3680115,POINT (-95.3680115 35.6357969),1538,-18000,OTHER,KEEP
45979,1589639900,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6357969,-95.3680115,POINT (-95.3680115 35.6357969),1538,-18000,OTHER,KEEP
45980,1589639917,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6357969,-95.3680115,POINT (-95.3680115 35.6357969),1349,-18000,OTHER,KEEP
45260,1589656654,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6394456,-95.369495,POINT (-95.369495 35.6394456),1555,-18000,OTHER,KEEP
45707,1589656654,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6394456,-95.369495,POINT (-95.369495 35.6394456),1555,-18000,OTHER,KEEP
45706,1589656659,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6381632,-95.3690124,POINT (-95.3690124 35.6381632),3,-18000,OTHER,KEEP
45160,1589656986,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6580925,-95.441911,POINT (-95.441911 35.6580925),3400,-18000,OTHER,KEEP
45931,1589656986,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6580925,-95.441911,POINT (-95.441911 35.6580925),3400,-18000,OTHER,KEEP
45087,1589657233,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),8,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45796,1589657233,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),8,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45852,1589657235,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45913,1589657236,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),41,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45858,1589657811,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),32,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45138,1589657824,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),17,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45960,1589657872,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6098612,-95.3889047,POINT (-95.3889047 35.6098612),3,-18000,OTHER,KEEP
46019,1589657877,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6098656,-95.3904607,POINT (-95.3904607 35.6098656),5,-18000,OTHER,KEEP
46639,1589658186,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6232988,-95.3635832,POINT (-95.3635832 35.6232988),84,-18000,OTHER,KEEP
45159,1589658186,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6232988,-95.3635832,POINT (-95.3635832 35.6232988),84,-18000,OTHER,KEEP
45747,1589658216,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6232988,-95.3635832,POINT (-95.3635832 35.6232988),84,-18000,OTHER,KEEP
46638,1589658791,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6235117,-95.3682655,POINT (-95.3682655 35.6235117),98,-18000,OTHER,KEEP
45158,1589658791,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6235117,-95.3682655,POINT (-95.3682655 35.6235117),98,-18000,OTHER,KEEP
45728,1589658821,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6235117,-95.3682655,POINT (-95.3682655 35.6235117),98,-18000,OTHER,KEEP
45809,1589659024,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6099109,-95.391885,POINT (-95.391885 35.6099109),21,-18000,OTHER,KEEP
45196,1589659033,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6100381,-95.3908732,POINT (-95.3908732 35.6100381),58,-18000,OTHER,KEEP
46393,1589659033,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.6100381,-95.3908732,POINT (-95.3908732 35.6100381),58,-18000,OTHER,KEEP
45923,1589659101,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),25,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45843,1589659105,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),11,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45793,1589659162,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),6,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45844,1589659165,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),7,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45281,1589659175,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),12,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46665,1589659418,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45900,1589659693,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),3,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45714,1589660287,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),47,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45801,1589660903,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45261,1589660966,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),37,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45207,1589661259,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46029,1589661531,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),43,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45802,1589662147,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45853,1589662736,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45859,1589663311,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45780,1589663883,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45849,1589664652,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45920,1589665265,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),39,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46036,1589666339,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),39,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45998,1589667078,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45925,1589667681,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),5,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46004,1589668288,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45825,1589669462,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45108,1589670484,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45089,1589671052,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45192,1589671650,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45229,1589672261,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),25,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45172,1589672852,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45100,1589673483,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45272,1589674388,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45275,1589675023,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),50,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45177,1589676187,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),43,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45188,1589676811,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45111,1589677419,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45185,1589677763,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45097,1589678389,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),39,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45213,1589678999,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),23,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45154,1589679606,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),47,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45230,1589680629,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45163,1589680633,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45252,1589680639,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),7,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45283,1589680647,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),5,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45116,1589681867,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45186,1589682846,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45180,1589683751,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45079,1589684622,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),33,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45147,1589685243,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45078,1589685844,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),30,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45227,1589686450,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45178,1589687056,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),26,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45201,1589687703,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),27,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45173,1589688287,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),31,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45271,1589688903,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45080,1589689525,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),28,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
46721,1589689525,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),18,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45293,1589690120,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),30,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45157,1589690737,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),30,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
45269,1589691344,65ee0c2ee82d3d5cd3b978b44b5b0f4154e89f8e4355ea10eb95f5ceb59b7a76,0,35.628379821777344,-95.30923461914062,POINT (-95.30923461914062 35.628379821777344),29,-18000,PERSONAL_AREA,PERSONAL_AREA_CENTROID
16661,1589508194,660812b7f9ccf40ea19d1294e5c796d9cfcffbeced472eeec0707219186bb1bd,1,35.649025,-95.309145,POINT (-95.309145 35.649025),5,-18000,OTHER,KEEP
15948,1589508293,660812b7f9ccf40ea19d1294e5c796d9cfcffbeced472eeec0707219186bb1bd,1,35.622331,-95.289849,POINT (-95.289849 35.622331),5,-18000,OTHER,KEEP
